"PC1","PC2"
-1.1841782803005,0.250276311709445
0.596171897425145,0.854635440960551
-1.47384068566003,-0.316110705819843
1.05006999953056,-1.46311260584565
3.66326119962788,-0.395186772391191
2.5481065394697,-1.08750332709597
-1.21320289035093,0.179288081448731
0.550857158797766,0.898410979515351
1.97966974803755,-0.239992186736396
0.930772865415127,-0.0980178187069181
4.32380883230893,-0.0634144716540247
3.02123342457111,0.586718522363537
2.55144669250165,1.33597495948598
-2.15229733892695,0.457452132019295
2.70116491328753,-0.799659924641894
0.0271987210389979,-0.970236154980053
0.480469777410852,0.925701564117914
-1.22151391218901,1.61804291079119
1.44002259806801,0.28595926434794
-3.35142217613556,0.421836950370062
2.79912284213532,-0.235589333496216
2.91975660379575,-0.187928599661568
2.90086908352739,-1.51530831208487
-3.6321173863718,0.863243333472095
-0.91848494925906,1.22343944062431
5.26101116551681,0.456245537452066
4.29144053929918,1.6636211281401
2.28351906537788,0.339982824147893
-1.04202527543705,0.416799064894034
3.20998254243255,0.431337096122403
3.37408427983864,-0.335968843104348
1.41728426399722,0.525919088567484
2.77356089531042,0.768937901987961
0.499854020224762,-0.829473840694492
3.25560770196664,-0.546639231656409
0.735697391539995,0.991176958962629
1.48334062849563,-1.27734502045729
2.39904538178817,-1.01099585282307
1.37581436542327,-1.08308243560409
-0.986843289098863,1.2786639812253
2.91560383514008,0.325467814063708
-1.52510113537196,0.848998954306105
-2.94593288285741,-0.14513457199193
-1.45117702234594,-2.11161650428943
-2.3808152995679,1.25167491680979
1.68311188907268,-1.80381088801206
2.33318222689193,-1.01836677787644
-0.0650839304954574,2.42359861068454
0.988432125927015,1.09883480029398
1.05724129069059,-0.580032794072961
1.07786416986652,-0.0472818868557388
-1.1686921972212,1.64650386553127
-0.355275220885187,-0.421626527817068
-2.42088850630103,-0.243475643661156
-2.13869497163708,-0.283574245740924
-3.15112491048737,1.16442102751355
-4.09175045313129,0.0482573759165361
-2.62949022477742,0.159126009207906
-1.52050559900816,0.5592455804015
-1.84418800763499,-0.566388368240211
-1.89243378707276,-0.199021547135702
-3.6753255595561,0.34149054157492
-3.26155124509647,-1.53952826465248
0.190794879721808,-0.694372421148363
-3.47439422845045,-0.902515848209634
-3.41386873782818,-0.621724605659887
-1.09101703866683,0.0541947729699391
-2.71818681265088,-0.407511310759742
-1.31026428170964,0.903403099257182
-2.36411899976602,-0.367242218300444
-3.57747541528549,-1.72704737353354
-2.67294852542578,-1.36875278131205
-2.73316281194517,-0.505479040129137
-0.0410815665651007,0.411188215596036
